original_title,vote_average,release_year,original_language
The Lost Weekend,7.4,1945.0,en
C.H.U.D.,5.3,1984.0,en
Filly Brown,5.9,2013.0,en
The Lion of Judah,5.8,2011.0,en
Niagara,6.7,1953.0,en
How Green Was My Valley,6.8,1941.0,en
Da Sweet Blood of Jesus,4.1,2014.0,en
"Sex, Lies, and Videotape",6.7,1989.0,en
Saw,7.2,2004.0,en
Super Troopers,6.6,2001.0,en
The Algerian,0.0,2015.0,en
Los insólitos peces gato,5.7,2013.0,es
Monsoon Wedding,6.8,2001.0,hi
You Can Count on Me,6.8,2000.0,en
The Trouble with Harry,6.9,1955.0,en
But I'm a Cheerleader,6.5,1999.0,en
Home Run,6.3,2013.0,en
Reservoir Dogs,8.0,1992.0,en
The Blue Bird,6.4,1940.0,en
"Il buono, il brutto, il cattivo",8.1,1966.0,it
Que Horas Ela Volta?,7.8,2015.0,pt
Blue Like Jazz,5.8,2012.0,en
Down & Out With The Dolls,0.0,2003.0,en
"Pink Ribbons, Inc.",6.8,2011.0,en
Certifiably Jonathan,0.0,2007.0,en
Q,4.1,2011.0,fr
La Navaja De Don Juan,0.0,2013.0,en
Grand Theft Parsons,6.0,2003.0,en
Extreme Movie,3.9,2008.0,en
The Charge of the Light Brigade,6.8,1936.0,en
Below Zero,4.4,2011.0,en
Crowsnest,4.8,2012.0,en
Airborne,6.1,1993.0,en
Cotton Comes to Harlem,6.7,1970.0,en
The Wicked Within,4.2,2015.0,en
Bleeding Hearts,2.0,2013.0,en
Waiting...,6.2,2005.0,en
Dead Man's Shoes,7.2,2004.0,en
From a Whisper to a Scream,6.8,1987.0,en
Sex With Strangers,5.0,2002.0,en
Dracula: Pages from a Virgin's Diary,6.9,2002.0,en
Faith Like Potatoes,6.0,2006.0,en
Beyond the Black Rainbow,5.7,2010.0,en
Serbuan maut,7.3,2011.0,id
The Dead Undead,3.1,2010.0,en
The Vatican Exorcisms,4.4,2013.0,en
Casablanca,7.9,1942.0,en
Lake Mungo,6.1,2008.0,en
Rocket Singh: Salesman of the Year,7.0,2009.0,hi
Silent Running,6.3,1972.0,en
Rocky,7.5,1976.0,en
The Sleepwalker,4.1,2014.0,en
Tom Jones,6.1,1963.0,en
Unfriended,5.5,2015.0,en
Taxi Driver,8.0,1976.0,en
The Howling,6.4,1981.0,en
Dr. No,6.9,1962.0,en
Chernobyl Diaries,4.9,2012.0,en
Hellraiser,6.9,1987.0,en
God's Not Dead 2,5.7,2016.0,en
Cry_Wolf,5.6,2005.0,en
Gojira ni-sen mireniamu,5.9,1999.0,ja
Blue Valentine,6.9,2010.0,en
Transamerica,6.9,2005.0,en
The Devil Inside,4.6,2012.0,en
Beyond the Valley of the Dolls,6.6,1970.0,en
Love Me Tender,5.5,1956.0,en
An Inconvenient Truth,6.7,2006.0,en
Sands of Iwo Jima,6.2,1949.0,en
Shine a Light,7.2,2008.0,en
The Green Inferno,5.0,2014.0,en
Departure,7.5,2016.0,en
The Sessions,6.6,2012.0,en
"Food, Inc.",7.4,2008.0,en
October Baby,6.8,2011.0,en
Next Stop Wonderland,6.0,1998.0,en
The Skeleton Twins,6.7,2014.0,en
Martha Marcy May Marlene,6.7,2011.0,en
Obvious Child,6.7,2014.0,en
Frozen River,6.7,2008.0,en
20 Feet from Stardom,7.4,2013.0,en
Two Girls and a Guy,5.4,1997.0,en
Walking and Talking,6.6,1996.0,en
Who Killed the Electric Car?,7.2,2006.0,en
The Broken Hearts Club: A Romantic Comedy,6.3,2000.0,en
Bubba Ho-tep,6.7,2002.0,en
Slam,6.7,1998.0,en
Brigham City,7.3,2001.0,en
Fiza,6.1,2000.0,hi
Orgazmo,6.2,1997.0,en
All the Real Girls,5.9,2003.0,en
Dream with the Fishes,7.7,1997.0,en
Blue Car,6.7,2002.0,en
Palo Alto,6.4,2014.0,en
Ajami,6.8,2009.0,he
Wristcutters: A Love Story,6.7,2006.0,en
I Origins,7.5,2014.0,en
The Battle of Shaker Heights,5.6,2003.0,en
Jagal,7.5,2012.0,id
Taxi to the Dark Side,6.6,2007.0,en
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,2006.0,en
Guiana 1838,2.8,2004.0,en
Lisa Picard Is Famous,4.0,2000.0,en
Antarctica: A Year on Ice,7.2,2013.0,en
A LEGO Brickumentary,6.4,2015.0,en
Hardflip,4.7,2012.0,en
Chocolate: Deep Dark Secrets,3.4,2005.0,en
The House of the Devil,6.0,2009.0,en
The Perfect Host,6.2,2010.0,en
Safe Men,6.3,1998.0,en
Speedway Junky,5.2,1999.0,en
The Last Big Thing,6.0,1998.0,en
The Specials,5.5,2000.0,en
16 to Life,4.4,2009.0,en
Alone With Her,6.2,2006.0,en
Creative Control,5.4,2016.0,en
Special,6.6,2006.0,en
Sparkler,0.0,1999.0,en
The Helix... Loaded,4.8,2005.0,en
In Her Line of Fire,3.3,2006.0,en
The Jimmy Show,8.0,2002.0,en
Heli,6.2,2013.0,es
Karachi se Lahore,8.0,2015.0,en
Loving Annabelle,6.4,2006.0,en
Hits,4.9,2014.0,en
Jimmy and Judy,5.4,2006.0,en
Frat Party,3.5,2009.0,en
The Party's Over,6.1,1965.0,en
Proud,5.5,2004.0,en
The Poker House,6.1,2008.0,en
Childless,4.5,2015.0,en
ZMD: Zombies of Mass Destruction,4.7,2009.0,en
Snow White: A Deadly Summer,4.8,2012.0,en
A escondidas,7.6,2014.0,es
My Last Day Without You,5.7,2011.0,de
Steppin: The Movie,5.0,2009.0,en
Doc Holliday's Revenge,3.2,2014.0,en
Black Rock,4.9,2012.0,en
Truth or Dare,5.7,2012.0,en
The Pet,5.3,2006.0,en
Bang Bang Baby,6.6,2014.0,en
Fear Clinic,4.0,2014.0,en
Zombie Hunter,3.5,2013.0,en
A Fine Step,4.1,2014.0,en
Charly,6.6,1968.0,en
Banshee Chapter,5.7,2013.0,en
Ask Me Anything,5.5,2014.0,en
And Then Came Love,5.0,2007.0,en
Food Chains,7.4,2014.0,de
On the Waterfront,8.0,1954.0,en
L!fe Happens,5.3,2011.0,en
"4 luni, 3 săptămîni și 2 zile",7.3,2007.0,ro
The Horror Network Vol. 1,5.0,2015.0,en
Hard Candy,6.8,2005.0,en
The Quiet,6.1,2005.0,en
Circumstance,7.4,2011.0,fa
Fruitvale Station,7.3,2013.0,en
The Brass Teapot,5.8,2012.0,en
Bambi,6.8,1942.0,en
The Hammer,6.5,2007.0,en
Latter Days,6.7,2003.0,en
Le bonheur d'Elza,0.0,2011.0,fr
1982,5.0,2013.0,en
"For a Good Time, Call...",5.8,2012.0,en
Celeste & Jesse Forever,6.4,2012.0,en
Time Changer,5.2,2002.0,en
London to Brighton,6.5,2006.0,en
American Hero,5.0,2015.0,en
Windsor Drive,2.0,2015.0,en
جدایی نادر از سیمین,7.7,2011.0,fa
Crying with Laughter,7.0,2009.0,en
Welcome to the Dollhouse,6.9,1995.0,en
Ruby in Paradise,5.6,1993.0,en
Raising Victor Vargas,7.8,2002.0,en
Die Büchse der Pandora,7.6,1929.0,de
Harrison Montgomery,0.0,2008.0,en
Cama adentro,7.8,2004.0,en
Deterrence,6.1,2000.0,en
The Mudge Boy,7.3,2003.0,en
The Young Unknowns,0.0,2000.0,en
Not Cool,3.7,2014.0,en
Død snø,6.1,2009.0,no
Saints and Soldiers,6.6,2003.0,en
Vessel,5.9,2012.0,en
American Graffiti,6.9,1973.0,en
Iraq for Sale: The War Profiteers,8.0,2006.0,en
Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,2007.0,en
Safety Not Guaranteed,6.8,2012.0,en
Kevin Hart: Laugh at My Pain,7.7,2011.0,en
Kill List,6.0,2011.0,en
The Innkeepers,5.4,2011.0,en
Il conformista,7.6,1970.0,it
Interview with the Assassin,5.6,2002.0,en
Donkey Punch,4.5,2008.0,en
All the Boys Love Mandy Lane,5.7,2008.0,en
Bled,3.8,2008.0,en
High Noon,7.6,1952.0,en
Hoop Dreams,7.7,1994.0,en
Rize,5.9,2005.0,en
L.I.E. Long Island Expressway,6.7,2001.0,en
The Sisterhood of Night,6.5,2015.0,en
B-Girl,5.5,2009.0,en
Half Nelson,6.5,2006.0,en
Naturally Native,0.0,1999.0,en
Hav Plenty,0.0,1997.0,en
Adulterers,5.2,2016.0,en
Escape from Tomorrow,4.8,2013.0,en
Starsuckers,6.2,2009.0,en
The Hadza:  Last of the First,0.0,2014.0,en
After,5.6,2012.0,en
Treachery,4.8,2013.0,en
Walter,5.3,2015.0,en
Top Hat,7.4,1935.0,en
The Blair Witch Project,6.3,1999.0,en
Woodstock,7.1,1970.0,en
The Kentucky Fried Movie,6.4,1977.0,en
Mercy Streets,5.5,2000.0,en
Arnolds Park,0.0,2007.0,en
Broken Vessels,6.0,1998.0,en
Water & Power,3.0,2014.0,en
They Will Have to Kill Us First,5.0,2015.0,fr
Light from the Darkroom,0.0,2014.0,en
Médecin de campagne,6.0,2016.0,fr
The Maid's Room,4.8,2014.0,en
A Hard Day's Night,7.3,1964.0,en
The Harvest (La Cosecha),0.0,2011.0,en
Love Letters,4.6,1983.0,en
Julija in Alfa Romeo,6.0,2015.0,sl
Fireproof,7.0,2008.0,en
Faith Connections,4.2,2013.0,hi
Benji,6.1,1974.0,en
Open Water,5.4,2004.0,en
High Road,5.8,2012.0,en
Kingdom of the Spiders,5.7,1977.0,en
Mad Hot Ballroom,7.2,2005.0,en
The Station Agent,7.4,2003.0,en
To Save A Life,6.2,2009.0,en
Wordplay,7.3,2006.0,en
Beyond the Mat,7.8,1999.0,en
The Singles Ward,7.5,2002.0,en
Osama,6.3,2003.0,ps
Sholem Aleichem: Laughing In The Darkness,7.0,2012.0,en
Groove,5.6,2000.0,en
The R.M.,4.8,2003.0,en
Twin Falls Idaho,7.0,1999.0,en
Mean Creek,6.9,2004.0,en
Hurricane Streets,4.8,1997.0,en
Never Again,4.0,2002.0,en
Civil Brand,5.3,2003.0,en
Lonesome Jim,6.4,2005.0,en
Drinking Buddies,6.0,2013.0,en
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,2012.0,en
七人の侍,8.2,1954.0,ja
Kita svajonių komanda,6.9,2012.0,en
Johnny Suede,4.7,1991.0,en
Finishing The Game,4.9,2007.0,en
Rubber,5.7,2010.0,en
Kiss the Bride,4.2,2007.0,en
The Slaughter Rule,6.2,2002.0,en
Monsters,6.2,2010.0,en
The Californians,4.0,2005.0,en
The Living Wake,5.0,2007.0,en
Detention of the Dead,4.5,2012.0,en
疯狂的石头,6.9,2006.0,zh
Scott Walker: 30 Century Man,7.0,2006.0,en
Everything Put Together,5.0,2001.0,en
Good Kill,5.9,2015.0,en
The Outrageous Sophie Tucker,0.0,2014.0,en
Now Is Good,7.3,2012.0,en
Girls Gone Dead,3.5,2012.0,en
America Is Still the Place,0.0,,en
Subconscious,3.4,2015.0,en
Enter Nowhere,6.5,2011.0,en
El Rey de Najayo,0.0,2012.0,en
Fight to the Finish,5.2,2016.0,en
Alleluia! The Devil's Carnival,6.0,2016.0,en
The Sound and the Shadow,0.0,2014.0,en
Rodeo Girl,5.5,2016.0,en
Born to Fly: Elizabeth Streb vs. Gravity,5.0,2014.0,en
The Little Ponderosa Zoo,2.0,2014.0,en
The Toxic Avenger,6.3,1984.0,en
Straight Out of Brooklyn,4.3,1991.0,en
Bloody Sunday,7.2,2002.0,en
Diamond Ruff,2.4,2015.0,en
Conversations with Other Women,6.2,2006.0,en
Poultrygeist: Night of the Chicken Dead,5.9,2006.0,en
Mutual Friends,0.0,2014.0,en
42nd Street,6.1,1933.0,en
Rise of the Entrepreneur: The Search for a Better Way,8.0,2014.0,en
Metropolitan,7.0,1990.0,en
Så som i himmelen,6.9,2004.0,sv
Roadside,4.2,2013.0,en
Napoleon Dynamite,6.7,2004.0,en
Blue Ruin,6.9,2014.0,en
Paranormal Activity,5.9,2007.0,en
Dogtown and Z-Boys,7.2,2001.0,en
Monty Python and the Holy Grail,7.8,1975.0,en
Quinceañera,7.0,2006.0,it
Gory Gory Hallelujah,1.0,2003.0,en
Tarnation,7.5,2003.0,en
I Want Your Money,3.8,2010.0,en
Love in the Time of Monsters,5.0,2014.0,en
...E tu vivrai nel terrore! L'aldilà,6.6,1981.0,it
What Happens in Vegas,5.8,2008.0,da
The Dark Hours,5.5,2005.0,en
My Beautiful Laundrette,6.6,1985.0,en
Fabled,0.0,2002.0,en
Show Me,5.6,2004.0,en
Viskningar och rop,7.8,1972.0,sv
Intolerance,7.4,1916.0,en
Trekkies,6.3,1997.0,en
The Broadway Melody,5.0,1929.0,en
The Evil Dead,7.3,1981.0,en
Maniac,6.0,2012.0,en
Censored Voices,5.1,2015.0,en
Murderball,6.9,2005.0,en
American Ninja 2: The Confrontation,4.9,1987.0,en
51 Birch Street,6.8,2006.0,en
Rotor DR1,4.7,2015.0,en
12 Angry Men,8.2,1957.0,en
My Dog Tulip,7.6,2009.0,en
It Happened One Night,7.7,1934.0,en
Κυνόδοντας,6.9,2009.0,el
Tupac: Resurrection,8.0,2003.0,en
Tumbleweeds,6.2,1999.0,en
The Prophecy,6.4,1995.0,en
Chacun Cherche Son Chat,6.1,1996.0,fr
Pieces of April,6.4,2003.0,en
The Big Swap,0.0,1998.0,en
Old Joy,6.3,2006.0,en
Wendy and Lucy,6.4,2008.0,en
3 Backyards,4.8,2010.0,en
Pierrot le fou,7.6,1965.0,fr
Sisters in Law,7.3,2005.0,en
Ayurveda: Art of Being,5.5,2001.0,en
Nothing But a Man,7.0,1964.0,en
"First Love, Last Rites",3.0,1998.0,en
Fighting Tommy Riley,5.3,2005.0,en
Royal Kill,2.8,2009.0,en
The Looking Glass,7.0,2015.0,en
Death Race 2000,5.9,1975.0,en
Locker 13,6.8,2014.0,en
Midnight Cabaret,0.0,1990.0,en
Anderson's Cross,0.0,2010.0,en
Bizarre,6.2,2015.0,en
Graduation Day,5.0,1981.0,en
Some Guy Who Kills People,5.7,2011.0,en
Compliance,6.3,2012.0,en
Chasing Amy,6.7,1997.0,en
Lovely & Amazing,6.3,2001.0,en
Death Calls,0.0,2010.0,en
Better Luck Tomorrow,6.5,2002.0,en
The Incredibly True Adventure of Two Girls In Love,5.7,1995.0,en
Chuck & Buck,5.7,2000.0,en
American Desi,5.0,2001.0,en
Amidst the Devil's Wings,0.0,2014.0,en
Cube,6.9,1997.0,en
Love and Other Catastrophes,5.8,1996.0,it
I Married a Strange Person!,7.5,1998.0,en
November,4.9,2004.0,en
Like Crazy,6.4,2011.0,en
Teeth and Blood,3.0,2015.0,en
Sugar Town,5.5,1999.0,en
The Motel,7.0,2005.0,en
The Canyons,4.1,2013.0,en
On the Outs,5.9,2004.0,en
Shotgun Stories,6.9,2007.0,en
Exam,6.6,2009.0,en
The Sticky Fingers of Time,4.8,1997.0,en
Sunday School Musical,5.5,2008.0,en
Rust,0.0,2010.0,en
Ink,6.4,2009.0,en
The Christmas Bunny,5.7,2010.0,en
Butterfly,5.0,1982.0,en
UnDivided,0.0,2013.0,en
The Frozen,4.2,2012.0,en
Horse Camp,5.5,2015.0,en
Give Me Shelter,0.0,2014.0,en
The Big Parade,7.0,1925.0,en
Little Big Top,10.0,2006.0,en
Along the Roadside,7.7,2013.0,en
Bronson,6.9,2008.0,en
Western Religion,0.0,2015.0,en
Burn,6.9,2012.0,en
Urbania,5.2,2000.0,en
The Stewardesses,4.3,1969.0,en
"The Beast from 20,000 Fathoms",6.7,1953.0,en
Mad Max,6.6,1979.0,en
Swingers,6.8,1996.0,en
Per un pugno di dollari,7.6,1964.0,it
She Done Him Wrong,5.1,1933.0,en
Short Cut to Nirvana: Kumbh Mela,0.0,2004.0,en
The Grace Card,6.5,2011.0,en
Middle of Nowhere,6.6,2012.0,en
Drei,6.3,2010.0,de
The Business of Fancydancing,8.0,2002.0,en
Call + Response,8.0,2008.0,en
Malevolence,4.9,2004.0,en
Reality Show,5.5,2015.0,en
Super Hybrid,4.6,2010.0,en
Baghead,5.8,2008.0,en
Solitude,0.0,2014.0,pt
Chats perchés,7.7,2004.0,en
Ordet,7.8,1955.0,da
Good Dick,6.1,2008.0,en
The Man from Earth,7.7,2007.0,en
The Trials Of Darryl Hunt,6.8,2007.0,en
Samantha: An American Girl Holiday,4.6,2004.0,en
Yesterday Was a Lie,6.0,2008.0,en
Theresa Is a Mother,0.0,2015.0,en
H.,6.5,2014.0,en
Archaeology of a Woman,0.0,2014.0,en
بچه‌های آسمان,7.8,1997.0,fa
Weekend,7.4,2011.0,en
She's Gotta Have It,6.1,1986.0,en
Butterfly Girl,0.0,2014.0,en
Lumea e a mea,0.0,2015.0,ro
Another Earth,6.8,2011.0,en
Sweet Sweetback's Baadasssss Song,4.6,1971.0,en
Perfect Cowboy,5.0,2014.0,en
Tadpole,5.5,2002.0,en
Once,7.3,2007.0,en
The Woman Chaser,4.9,1999.0,en
The Horse Boy,5.5,2009.0,en
When the Lights Went Out,5.8,2012.0,en
Heroes of Dirt,0.0,2015.0,en
A Charlie Brown Christmas,7.5,1965.0,en
Antarctic Edge: 70° South,0.0,2015.0,en
Aroused,7.2,2013.0,en
Top Spin,6.8,2014.0,en
Roger & Me,7.4,1989.0,en
An American in Hollywood,0.0,2014.0,en
Sound of My Voice,6.3,2011.0,en
The Blood of My Brother: A Story of Death in Iraq,0.0,2005.0,en
Your Sister's Sister,6.5,2011.0,en
A Dog's Breakfast,5.9,2007.0,en
Une femme mariée: Suite de fragments d'un film tourné en 1964,7.1,1964.0,fr
The Birth of a Nation,6.5,2016.0,en
The Work and The Story,0.0,2003.0,en
Facing the Giants,6.6,2006.0,en
The Gallows,4.9,2015.0,en
Eraserhead,7.5,1977.0,en
Hollywood Shuffle,5.7,1987.0,en
The Mighty,7.1,1998.0,en
Penitentiary,4.9,1979.0,en
The Lost Skeleton of Cadavra,6.5,2001.0,en
Dude Where's My Dog?,0.0,2014.0,en
Cheap Thrills,6.3,2013.0,en
Indie Game: The Movie,7.4,2012.0,en
Straightheads,5.2,2007.0,en
Open Secret,7.0,1948.0,en
Echo Dr.,5.0,2013.0,en
The Night Visitor,7.3,1971.0,en
The Past Is a Grotesque Animal,5.5,2014.0,en
"Peace, Propaganda & the Promised Land",6.4,2005.0,en
Pi,7.1,1998.0,en
"I Love You, Don't Touch Me!",6.0,1997.0,fr
20 Dates,3.7,1998.0,en
Queen Crab,3.3,2015.0,en
Super Size Me,6.6,2004.0,en
The FP,4.5,2011.0,en
Happy Christmas,5.2,2014.0,en
The Brain That Wouldn't Die,4.4,1962.0,en
Tiger Orange,6.4,2014.0,en
Supporting Characters,6.7,2012.0,en
Absentia,5.8,2011.0,en
The Brothers McMullen,6.3,1995.0,en
The Dirties,6.0,2013.0,en
"Gabriela, Cravo e Canela",6.0,1983.0,pt
Tiny Furniture,5.6,2010.0,en
Hayride,5.1,2012.0,en
The Naked Ape,5.0,2006.0,en
Counting,8.3,2015.0,en
The Call of Cthulhu,6.9,2005.0,en
Bending Steel,5.0,2013.0,en
The Signal,5.8,2014.0,en
The Image Revolution,5.7,2013.0,en
This Is Martin Bonner,6.6,2013.0,en
A True Story,6.8,2013.0,en
George Washington,6.4,2000.0,en
Smiling Fish & Goat On Fire,7.0,1999.0,en
Dawn of the Crescent Moon,2.0,2014.0,en
Raymond Did It,3.2,2011.0,en
The Last Waltz,7.9,1978.0,en
"Run, Hide, Die",3.5,2015.0,en
The Exploding Girl,6.4,2009.0,en
The Legend of God's Gun,0.0,2007.0,en
Mutual Appreciation,6.1,2005.0,en
Her Cry: La Llorona Investigation,0.0,2013.0,en
Down Terrace,6.3,2009.0,en
Clerks,7.4,1994.0,en
Pink Narcissus,6.0,1971.0,en
Funny Ha Ha,6.3,2002.0,en
In the Company of Men,6.8,1997.0,en
Manito,5.5,2002.0,en
Rampage,6.0,2009.0,en
Slacker,6.4,1990.0,en
Dutch Kills,0.0,2015.0,en
Dry Spell,6.0,2013.0,en
Flywheel,6.8,2003.0,en
Backmask,4.7,2015.0,en
The Puffy Chair,6.2,2005.0,en
Stories of Our Lives,0.0,2014.0,en
Breaking Upwards,5.6,2009.0,en
All Superheroes Must Die,4.2,2011.0,en
Pink Flamingos,6.2,1972.0,en
Clean,6.7,2004.0,en
دایره,6.6,2000.0,fa
Tin Can Man,2.0,2007.0,en
キュア,7.4,1997.0,ja
On The Downlow,6.0,2004.0,en
Sanctuary: Quite a Conundrum,0.0,2012.0,en
Bang,6.0,1995.0,en
Primer,6.9,2004.0,en
Cavite,7.5,2005.0,en
El Mariachi,6.6,1992.0,es
Newlyweds,5.9,2011.0,en
"Signed, Sealed, Delivered",7.0,2013.0,en
Shanghai Calling,5.7,2012.0,en
My Date with Drew,6.3,2005.0,en
